performance_id,facility_id,title,start_date,end_date,place,cast,editor,runtime,age,producer,ticket_price,performance_status,child,musical_license,time,poster
PF222844,FC001247,티티체리: 용의 생일파티를 도와라 [송파],2023.09.09,2023.09.17,올림픽공원 (우리금융아트홀(역도경기장)),,"박준철, 김선호, 이훈 등",1시간 10분,전체관람가,(주)이에스생활문화 (ES생활문화),"VIP석 55,000원, R석 44,000원, S석 33,000원",공연완료,Y,N,"화요일 ~ 금요일(16:00), 토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222844_230727_111226.gif
PF222841,FC001337,"헬로카봇 시즌7, 웰컴 투 파라다이스 [대구]",2023.09.16,2023.09.17,천마아트센터 (그랜드홀),"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등","오상현, 김혜원, 김민규 등",1시간 05분,24개월 이상,(주)하쿠나마타타,"R석 77,000원, S석 66,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222841_230727_110312.jpg
PF222839,FC000059,"쌍투스코러스 여름정기공연, 쏘아",2023.07.29,2023.07.29,영등포아트홀 (영등포아트홀),,,1시간 40분,전체 관람가,,"전석 30,000원",공연완료,N,N,"토요일(15:00,19:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222839_230727_105746.gif
PF222808,FC002277,멸종위기동물편,2023.08.08,2023.08.08,화성어린이복합문화센터 (아이누리극장),,"오동석, 김헌기, 박성준 등",1시간,만 8세 이상,,"전석 10,000원",공연완료,Y,N,화요일(13:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222808_230726_145801.jpg
PF222779,FC002061,말 안듣는 청개구리 [의정부],2023.08.15,2023.08.20,우리소극장 [의정부] (우리소극장 [의정부]),,,50분,24개월 이상,,"전석 20,000원",공연완료,Y,N,"토요일(12:00,14:00), 일요일(14:00,16:00), HOL(12:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222779_230726_123501.jpg
PF222774,FC000537,아기돼지삼형제 [안동],2023.08.15,2023.08.15,안동문화예술의전당 (웅부홀),,,1시간,24개월 이상,지니아트랩,"전석 50,000원",공연완료,Y,N,"HOL(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222774_230726_120502.png
PF222769,FC001787,그날에,2023.08.16,2023.08.16,강릉아트센터(구. 강릉문화예술관) (소공연장),"장혜령, 김태기, 이희경, 조수행, 권다림, 유승연, 윤덕완 등","김재현, 권다림, 안정민 등",1시간,만 7세 이상,,"전석 10,000원",공연완료,N,N,수요일(19:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222769_230726_112416.jpg
PF222752,FC001178,헬렌 앤 미 [대구],2023.08.26,2023.08.26,어울아트센터(구. 대구북구문예회관) (함지홀(대공연장)),,"최현미, 박기태, 백승환",1시간 40분,만 7세 이상,,"전석 15,000원",공연완료,N,N,"토요일(15:00,19:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222752_230726_103802.jpg
PF222742,FC003465,한여름밤의 뮤지컬 이야기 [광주],2023.07.29,2023.07.29,서빛마루문화예술회관 (서빛마루문화예술회관),"홍은비, 김세희, 한수민, 성우람, 정해건, 김율, 최문준",,1시간,전체 관람가,,전석무료,공연완료,N,N,토요일(19:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222742_230725_155156.jpg
PF222738,FC002833,프린세스 스쿨 [인천],2023.08.26,2023.08.26,청라복합문화센터 블루노바홀 (공연장),"김영미, 강민주, 이정연, 손은총, 한나래, 변도연, 이환희",,55분,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222738_230725_145724.png
PF222735,FC000420,최고다 호기심딱지 [광주],2023.10.28,2023.10.29,5.18기념문화센터 (민주홀),"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",,1시간 20분,36개월 이상,(주)숨비,"R석 66,000원, S석 44,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222735_230725_141702.gif
PF222725,FC000518,맘마미아! [구미],2023.09.23,2023.09.24,구미시문화예술회관 (대공연장),"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 김경선 등","이재은, 김문정, 황현정 등",2시간 40분,만 7세 이상,(주)신시컴퍼니,"R석 130,000원, S석 90,000원, A석 70,000원, B석 50,000원",공연완료,N,N,"토요일(14:00,19:00), 일요일(14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222725_230725_134341.gif
PF222702,FC000164,피노키오 [부산 동래],2023.09.17,2023.09.17,동래문화회관 (대극장),,,55분,전체 관람가,,"사전예약 22,000원",공연완료,Y,N,"일요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222702_230725_114654.gif
PF222700,FC001429,빨간모자와 늑대 [김천],2023.09.02,2023.09.02,김천시립문화회관 (김천시립문화회관),,,1시간,24개월 이상,명작극장,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222700_230725_113648.jpg
PF222698,FC000233,신데렐라 [광주],2023.08.26,2023.08.26,예술의 전당 [광주] (구. 광주문화예술회관) (소극장),,,50분,24개월 이상,,"전석 20,000원",공연완료,Y,N,"토요일(13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222698_230725_113305.gif
PF222697,FC001668,"삼양동화: 헨젤과 새엄마, 거울을 깬 왕비 [서대문]",2023.08.05,2023.08.05,서대문문화체육회관 (대극장),,,1시간,36개월 이상,,"전석 12,000원",공연완료,Y,N,토요일(14:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222697_230725_113010.jpg
PF222696,FC001565,신데렐라 [금천],2023.07.27,2023.08.27,레미어린이극장 [금천] (레미어린이극장 [금천]),,,55분,전체 관람가,,"전석 15,000원",공연완료,Y,N,"화요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(11:00,14:00), HOL(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222696_230725_112615.jpg
PF222687,FC002305,"비오케이 문화산책, 바비츄카 (9월)",2023.09.26,2023.09.26,비오케이아트센터(BOK아트센터) (다목적공연장),"서정수, 장준혁, 권하진, 김민정",,1시간,만 5세 이상,,"전석 15,000원",공연완료,Y,N,화요일(19:30),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222687_230725_110654.gif
PF222685,FC001931,바다탐험대 옥토넛 시즌2: 대산호초 보호작전 [남양주],2023.08.19,2023.08.19,다산아트홀 (다산아트홀),,,1시간 05분,24개월 이상,,"1층석 20,000원, 2층석 10,000원",공연완료,Y,N,"토요일(11:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222685_230725_110401.jfif
PF222683,FC001691,미녀와야수 [대전],2023.07.27,2023.08.27,조이마루아트홀 (복합문화공간 플랜에이) (조이마루아트홀 (복합문화공간 플랜에이) ),,,1시간,전체 관람가,,"전석 15,000원",공연완료,Y,N,"화요일 ~ 금요일(11:15,14:00), 토요일 ~ 일요일(12:00,14:00), HOL(12:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222683_230725_105705.jpg
PF222680,FC000018,번개맨: 전설의 시작 [안산],2023.09.23,2023.09.24,안산문화예술의전당 (해돋이극장),,"김철현, 윤성민, 정윤지 등",1시간 10분,24개월 이상,DS뮤지컬컴퍼니,"1층석 66,000원, 2층석 44,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222680_230725_105517.gif
PF222673,FC001513,"사의찬미, 10th Anniversary Concert",2023.08.04,2023.08.06,롯데콘서트홀 (롯데콘서트홀),"윤희석, 정문성, 김경수, 임병근, 정동화, 주민진, 이충주 등",,2시간,만 14세 이상,(주)네오,"R석 130,000원, S석 110,000원, A석 90,000원",공연완료,N,N,"금요일(19:30), 토요일(15:00,19:30), 일요일(15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222673_230724_172302.gif
PF222651,FC000762,인어공주 [제천],2023.08.19,2023.08.19,제천시문화회관 (대강당),,,55분,24개월 이상,,"전석 30,000원",공연완료,Y,N,"토요일(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222651_230724_144221.gif
PF222648,FC001438,마리오네트 [수원],2023.09.16,2023.09.16,수원SK아트리움 (대공연장),,,1시간 10분,만 7세 이상,,"R석 20,000원, S석 10,000원",공연완료,N,N,토요일(16:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222648_230724_142547.gif
PF222635,FC001085,까칠한 재석이가 깨달았다 [대학로],2023.08.23,2023.09.03,소극장 혜화당(구. 까망소극장) (소극장 혜화당(구. 까망소극장)),"허영택, 김보경, 손연주, 구기현, 김태훈, 최재훈","고정욱, 김이율, 서경교 등",1시간 20분,전체 관람가,쏭 기획,"전석 30,000원",공연완료,N,N,"화요일 ~ 금요일(19:30), 토요일(15:00,18:00), 일요일(15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222635_230724_125407.jpg
PF222608,FC001572,뚝딱하니 용궁! [평택],2023.10.04,2023.10.08,한국소리터 (지영희홀),,,1시간,24개월 이상,,"전석 5,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222608_230724_111505.gif
PF222607,FC001678,신데렐라 [광주 수완],2023.07.26,2023.08.26,레미어린이극장 [광주수완] (레미어린이극장 [광주수완]),,,55분,전체 관람가,,"전석 15,000원",공연완료,Y,N,"수요일 ~ 금요일(11:00,14:00), 토요일 ~ 일요일(12:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222607_230724_111502.jpg
PF222599,FC000871,신데렐라 [안동],2023.09.09,2023.09.09,안동시청 대동관(구. 안동시민회관) (낙동홀(소공연장)),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222599_230724_105047.gif
PF222593,FC001429,인어공주 [김천],2023.09.09,2023.09.09,김천시립문화회관 (김천시립문화회관),,,1시간,24개월 이상,,"전석 40,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222593_230724_103459.gif
PF222554,FC000783,브런치콘서트 피아니스트 김용진과 함께하는 이달의 공연: 웃음 가득 뮤지컬 갈라 (10월),2023.10.31,2023.10.31,구로아트밸리 (예술극장),"김용진, 위정민, 이결",,1시간 10분,만 6세 이상,,"전석 10,000원",공연완료,Y,N,화요일(11:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222554_230721_170114.gif
PF222553,FC000003,합★체,2023.09.14,2023.09.17,국립극장 (달오름극장),"홍준기, 강은일, 박두호, 정다예, 김유남, 김은영, 김지윤 등","김지원, 정준, 고수영 등",1시간 40분,만 7세 이상,,"R석 40,000원, S석 30,000원",공연완료,N,N,"목요일 ~ 금요일(19:30), 토요일 ~ 일요일(15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222553_230721_170031.png
PF222552,FC000865,스냅 [군위],2023.07.27,2023.07.27,군위 삼국유사교육문화회관 (공연장),,,1시간 10분,만 4세 이상,,"1층석 10,000원, 2층석 7,000원",공연완료,N,N,목요일(19:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222552_230721_170001.jpg
PF222548,FC000081,헤어드레서 [울산],2023.08.20,2023.08.20,울산문화예술회관 (소공연장),"소냐, 배다해, 임재혁, 박중리, 김태원, 민성호, 전소이 등","최빛나, 가소희, 박경희 등",2시간,만 7세 이상,(주)이엘프러스,"전석 30,000원",공연완료,N,N,일요일(17:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222548_230721_164008.jpg
PF222542,FC003244,타오르는 어둠 속에서,2023.08.26,2023.11.26,링크아트센터 (페이코홀),"박정원, 양희준, 노윤, 한재아, 주다온, 정재환, 홍승안 등","성종완, 김은영, 신선호 등",2시간 30분,만 12세 이상,(주)뉴프로덕션,"R석 77,000원, S석 55,000원",공연완료,N,N,"화요일(19:30), 수요일(15:00,19:30), 목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222542_230721_161220.jpg
PF222538,FC000081,알사탕 [울산],2023.09.23,2023.09.24,울산문화예술회관 (대공연장),,"전수양, 장희선, 홍승희",1시간,24개월 이상,,"동동이석 60,000원, 구슬이석 40,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222538_230721_154401.gif
PF222535,FC001528,사칠 [대학로],2023.08.29,2023.11.05,링크아트센터드림 (드림 2관),"진태화, 변희상, 김찬종, 이종석, 박정혁, 홍기범","송은도, 김재우, 박민재 등",1시간 40분,만 13세 이상,"(주)네오, 극단 좋은사람","전석 65,000원",공연완료,N,N,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222535_230721_153417.gif
PF222520,FC003045,벤허,2023.09.02,2023.11.19,LG아트센터 서울 (LG SIGNATURE 홀),"박은태, 신성록, 이지훈, 박민성, 서경수, 이정화, 최지혜 등",,2시간 35분,만 7세 이상,(주)EMK뮤지컬컴퍼니,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",공연완료,N,N,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222520_230721_125651.gif
PF222513,FC000819,마술고양이 [고양],2023.08.19,2023.08.20,고양어울림누리 (별모래극장),,"박성철, 이재섭, 권윤구 등",1시간,24개월 이상,,"R석 25,900원, S석 15,900원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222513_230721_122302.gif
PF222487,FC000836,더 템페스트 [대구],2023.07.22,2023.07.22,대구서구문화회관 (공연장),"홍지수, 곽수민, 김유진, 이영찬, 석민호, 윤도현, 박지훈 등","조영근, 구지영, 권예지 등",1시간 30분,만 7세 이상,,전석무료,공연완료,N,N,"토요일(15:00,19:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222487_230720_160938.jpg
PF222484,FC000358,싯다르타 [속초],2023.08.11,2023.08.12,속초문화예술회관 (대공연장),"서도진, 윤진웅, 김봄, 최형석, 박태성, 정열, 안은샘 등","김면수, 김미영, 김종석 등",2시간 25분,만 7세 이상,(주)엠에스엠시,"전석 50,000원",공연완료,N,N,"금요일(19:00), 토요일(14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222484_230720_155243.gif
PF222458,FC001594,슈퍼스타 뽀로로 드림콘서트 [창원],2023.10.14,2023.10.15,KBS홀 [창원] (KBS홀 [창원]),,,1시간 20분,전체 관람가,,"VIP석 55,000원, R석 45,000원, S석 35,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222458_230720_130938.gif
PF222457,FC001261,슈퍼스타 뽀로로 드림콘서트 [울산],2023.09.23,2023.09.24,KBS홀 [울산] (KBS홀 [울산]),,,1시간 20분,전체 관람가,"(주)이에스생활문화 (ES생활문화), 뽀로로파크","VIP석 55,000원, R석 45,000원, S석 35,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222457_230720_130158.gif
PF222456,FC000323,슈퍼스타 뽀로로 드림콘서트 [대전],2023.09.16,2023.09.17,대전평송청소년문화센터 (평송홀(대극장)),,,1시간 20분,24개월 이상,"(주)이에스생활문화 (ES생활문화), 뽀로로파크","VIP석 55,000원, R석 45,000원, S석 35,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222456_230720_125141.gif
PF222454,FC001322,"제23회 밀양공연예술축제, 은주씨",2023.07.24,2023.07.24,"밀양아리나(구, 밀양연극촌) (스튜디오극장)",장은주,"전은영, 이재순, 이진아 등",50분,만 7세 이상,,"전석 20,000원",공연완료,N,Y,월요일(15:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222454_230720_124528.jpg
PF222447,FC000667,엘사의 생일파티 [파주],2023.10.07,2023.10.08,파주시민회관 (소공연장),"김다솔, 서가영, 정승우, 송주리, 정민, 고승미 구윤희 등","이광열, 김효석, 조재은 등",1시간 5분,24개월 이상,극단 예일,"R석 44,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222447_230720_121821.jpg
PF222433,FC000233,슈퍼스타 뽀로로 드림콘서트 [광주],2023.09.29,2023.09.30,예술의 전당 [광주] (구. 광주문화예술회관) (대극장),,,1시간 20분,전체 관람가,,"VIP석 55,000원, R석 45,000원, S석 35,000원",공연완료,Y,N,"금요일(11:00,14:00,16:30), 토요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222433_230720_113529.gif
PF222417,FC000449,누가 내 머리에 똥 쌌어? [김제],2023.07.28,2023.07.28,김제문화예술회관 (대공연장),,,1시간,전체 관람가,,"1층석 5,000원",공연완료,Y,N,금요일(19:30),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222417_230719_143842.jpg
PF222400,FC000355,브레멘 음악대 [삼척],2023.09.02,2023.09.02,삼척문화예술회관 (대공연장),,,50분,24개월 이상,,"전석 30,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222400_230719_140100.jpg
PF222397,FC000808,라푼젤 [과천],2023.09.16,2023.09.16,과천시민회관 (대극장),,,55분,전체 관람가,,"사전예약 23,000원",공연완료,Y,N,"토요일(13:30,15:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222397_230719_135416.gif
PF222395,FC000018,알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [안산],2023.09.09,2023.09.10,안산문화예술의전당 (해돋이극장),"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진 등","홍승희, 이세령, 박상우 등",1시간 10분,24개월 이상,"(주)쇼노트, (주)에스에이엠지엔터테인먼트(SAMG엔터테인먼트), (주)이캐슬, (주)하늘이엔티","R석 66,000원, S석 44,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222395_230719_135400.gif
PF222383,FC003244,22년 2개월,2023.08.31,2023.11.05,링크아트센터 (벅스홀),"유승현, 양지원, 이재환, 최수진, 강혜인, 홍나현, 유성재 등","송은도, 임병우, 한경숙 등",2시간 20분,만 9세 이상,,"R석 70,000원, S석 55,000원",공연완료,N,N,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222383_230719_133518.gif
PF222372,FC000013,피터팬 [인천],2023.08.12,2023.08.12,인천문화예술회관 (소공연장),,,50분,24개월 이상,,"전석 20,000원",공연완료,Y,N,"토요일(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222372_230719_130452.gif
PF222364,FC001609,아기돼지삼형제: 늑대숲 또옹돼지 원정대 [대전],2023.08.12,2023.08.12,대전청소년위캔센터 (대강당),,,1시간,24개월 이상,지니아트랩,"전석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222364_230719_125049.gif
PF222354,FC001609,아기돼지 삼형제 [대전],2023.08.12,2023.08.12,대전청소년위캔센터 (대강당),"박상현, 박은미, 황소연, 정라영, 김진서",이영진,1시간,24개월 이상,지니아트랩,"전석 50,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222354_230719_121953.jpg
PF222353,FC000469,하모니 [전주],2023.10.13,2023.10.14,전북대학교 삼성문화회관 (대공연장),"윤복희, 강효성, 진도희, 현수민, 김새하, 이현우, 류비 등","최무열, 이혜린, 임현주 등",1시간 50분,만 6세 이상,,"VIP석 130,000원, R석 110,000원, S석 99,000원, A석 77,000원",공연완료,N,N,"금요일(19:30), 토요일(15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222353_230719_121435.gif
PF222352,FC000233,파랑새 [광주],2023.08.24,2023.08.25,예술의 전당 [광주] (구. 광주문화예술회관) (대극장),,,1시간 10분,만 3세 이상,,"R석 30,000원, S석 20,000원, A석 10,000원",공연완료,Y,N,목요일 ~ 금요일(19:30),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222352_230719_121300.jpg
PF222351,FC000142,판타지아 [연천],2023.09.16,2023.09.16,연천수레울아트홀 (대공연장),"김소향, 김사랑, 이승욱, 김동문 등",,1시간 30분,만 7세 이상,,"1층석 30,000원, 2층석 20,000원",공연완료,N,N,토요일(17:00),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222351_230719_121056.gif
PF222333,FC000832,"복순이할배, 사하중",2023.07.17,2023.07.17,해운대문화회관 (해운홀),,,1시간 40분,만 13세 이상,,전석무료,공연완료,N,N,월요일(10:30),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222333_230718_160706.png
PF222306,FC000567,백설공주 [서울 강북],2023.08.15,2023.08.16,꿈의숲아트센터 (퍼포먼스홀),"조한성, 이성훈, 배지은, 원종욱, 서주원, 이미경 등","곽동근, 이미경",1시간,24개월 이상,,"전석 30,000원",공연완료,Y,N,"HOL(14:00,16:00), 수요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222306_230718_142452.jpg
PF222302,FC001438,파리넬리 [수원],2023.09.02,2023.09.02,수원SK아트리움 (대공연장),"루이스초이, 석재승, 김경수, 이준혁, 박소연, 여은, 노희찬 등","한승원, 김종석, 김선미 등",2시간 30분,만 13세 이상,,"R석 50,000원, S석 40,000원, A석 20,000원",공연완료,N,N,"토요일(14:00,19:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222302_230718_140105.gif
PF222300,FC000017,"브레드이발소 시즌2, 내 꿈을 찾아서 [수원]",2023.09.16,2023.09.17,경기아트센터(구. 경기도문화의전당) (대극장),,"김민정, 홍승희, 전상헌 등",1시간 05분,24개월 이상,"(주)몬스터스튜디오, (주)유진엠플러스","R석 66,000원, S석 55,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222300_230718_134816.gif
PF222295,FC000018,캐리와 슈퍼걸스 [안산],2023.11.25,2023.11.26,안산문화예술의전당 (해돋이극장),"윤태웅, 신정연, 김일우, 안현영, 김은아, 김예원, 박지효 등","박현중, 황지연, 이희진 등",1시간 10분,24개월 이상,,"전석 70,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222295_230718_130936.gif
PF222294,FC001594,캐리와 슈퍼걸스 [창원],2023.09.23,2023.09.24,KBS홀 [창원] (KBS홀 [창원]),"윤태웅, 신정연, 김일우, 안현영, 김은아, 김예원, 박지효 등","박현중, 황지연, 이희진 등",1시간 10분,24개월 이상,,"전석 70,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222294_230718_130546.gif
PF222293,FC000424,캐리와 슈퍼걸스 [당진],2023.09.16,2023.09.17,당진문예의전당 (대공연장),"윤태웅, 신정연, 김일우, 안현영, 김은아, 김예원, 박지효 등","박현중, 황지연, 이희진 등",1시간 10분,24개월 이상,,"전석 70,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222293_230718_130119.gif
PF222291,FC000819,캐리와 슈퍼걸스 [고양],2023.10.07,2023.10.08,고양어울림누리 (어울림극장),"윤태웅, 신정연, 김일우, 안현영, 김은아, 김예원, 박지효 등","박현중, 황지연, 이희진 등",1시간 10분,24개월 이상,,"전석 70,000원",공연완료,Y,N,"토요일 ~ 일요일(11:00,14:00,16:30)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222291_230718_125658.gif
PF222279,FC000441,정글라이프 [청양],2023.08.10,2023.08.10,청양문예회관 (대공연장),,"박주형, 조민형, 이현섭 등",,만 13세 이상,,"전석 10,000원",공연완료,N,N,목요일(19:30),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222279_230718_121821.png
PF222277,FC002471,호랑이와 곶감 [군포],2023.08.17,2023.08.19,군포시평생학습원 (상상극장),"장우용, 김문환, 김지은, 엄지","추현종, 최승호, 원종하",50분,36개월 이상,,"전석 10,000원",공연완료,Y,N,"목요일(11:00), 금요일(11:00,19:30), 토요일(11:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222277_230718_121456.gif
PF222257,FC000405,언노운 [충주],2023.08.03,2023.08.04,충주시문화회관 (충주시문화회관),,,1시간 30분,만 11세 이상,,"전석 5,000원",공연완료,N,N,목요일 ~ 금요일(19:30),http://www.kopis.or.kr/upload/pfmPoster/PF_PF222257_230718_105833.jpg
PF222254,FC001170,누가 내 머리에 똥 쌌어 [김해],2023.10.14,2023.10.14,김해문화의전당 (누리홀),,,55분,만 2세 이상,,"전석 30,000원",공연완료,Y,N,"토요일(11:00,14:00,16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222254_230718_104124.jpg
PF222253,FC001347,"헬로카봇 시즌7, 웰컴 투 파라다이스 [부산]",2023.08.26,2023.08.27,소향씨어터 (신한카드홀),"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등","오상현, 김혜원, 김민규 등",1시간 05분,24개월 이상,(주)하쿠나마타타,"R석 77,000원, S석 66,000원",공연완료,Y,N,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222253_230718_103900.jpg
PF222241,FC002885,동화책콘서트 오리지널,2023.07.29,2023.07.30,아트그라운드 플래닌 (아트그라운드 플래닌),"정은영, 이은주, 이경화, 김태훈, 김유범, 김지민",,1시간,24개월 이상,,"전석 30,000원",공연완료,Y,N,"토요일(14:00,16:00), 일요일(16:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222241_230717_170229.gif
PF222225,FC002959,"아시테지 국제여름축제, 레이디 앤 젠틀마임 [부산]",2023.08.09,2023.08.09,아세안문화원 (대강당 (4층)),Nuttapol Kummata,,1시간,만 7세 이상,,"전석 10,000원",공연완료,Y,Y,"수요일(11:00,14:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222225_230717_155640.gif
PF222220,FC001308,겨울이야기 [영주],2023.08.20,2023.08.20,영주시민회관 (영주시민회관),,,55분,24개월 이상,,"전석 30,000원",공연완료,Y,N,"일요일(11:00,13:00,15:00)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF222220_230717_153022.gif
