,cast,title,genre
1991,봉경복,"헬로카봇 시즌7, 웰컴 투 파라다이스",판타지/어드벤처
1992,최이연,"헬로카봇 시즌7, 웰컴 투 파라다이스",판타지/어드벤처
1993,강지선,"헬로카봇 시즌7, 웰컴 투 파라다이스",판타지/어드벤처
1994,조성덕,"헬로카봇 시즌7, 웰컴 투 파라다이스",판타지/어드벤처
1995,김인기,"헬로카봇 시즌7, 웰컴 투 파라다이스",판타지/어드벤처
1996,김형진,"헬로카봇 시즌7, 웰컴 투 파라다이스",판타지/어드벤처
1997,곽다인,바톤콘서트,음악중심/주크박스
1998,황두현,바톤콘서트,음악중심/주크박스
1999,임별,바톤콘서트,음악중심/주크박스
2000,변희상,바톤콘서트,음악중심/주크박스
2001,송상훈,바톤콘서트,음악중심/주크박스
2002,조성태,바톤콘서트,음악중심/주크박스
2003,박새힘,바톤콘서트,음악중심/주크박스
2004,안재영,너를 위한 글자,드라마/감동
2005,김지온,너를 위한 글자,드라마/감동
2006,이진우,너를 위한 글자,드라마/감동
2007,박준휘,너를 위한 글자,드라마/감동
2008,이봄소리,너를 위한 글자,드라마/감동
2009,박새힘,너를 위한 글자,드라마/감동
2010,주다온,너를 위한 글자,드라마/감동
2011,최민식,내일은 스타,코미디/유머
2012,최혜란,내일은 스타,코미디/유머
2013,한지혜,내일은 스타,코미디/유머
2014,차제이,내일은 스타,코미디/유머
2015,서동유,내일은 스타,코미디/유머
2016,차건수,내일은 스타,코미디/유머
2017,차혜준,내일은 스타,코미디/유머
2018,김셔니,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처"
2019,봉경복,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처"
2020,최이연,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처"
2021,강지선,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처"
2022,조성덕,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처"
2023,김인기,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처"
2024,김형진,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 판타지/어드벤처"
2025,최민석,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2026,김류한,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2027,박세현,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2028,이송연,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2029,전은비,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2030,조아영,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2031,이윤경,반려인간,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2032,손예,K-beat group의 탄생,음악중심/주크박스
2033,김규리,K-beat group의 탄생,음악중심/주크박스
2034,손빈,K-beat group의 탄생,음악중심/주크박스
2035,양성미,K-beat group의 탄생,음악중심/주크박스
2036,배수림,K-beat group의 탄생,음악중심/주크박스
2037,황환희,K-beat group의 탄생,음악중심/주크박스
2038,이명직,K-beat group의 탄생,음악중심/주크박스
2039,이보윤,위리 Wiri 너의 이야기를 들려줘,드라마/감동
2040,서태경,위리 Wiri 너의 이야기를 들려줘,드라마/감동
2041,박나연,위리 Wiri 너의 이야기를 들려줘,드라마/감동
2042,김재형,위리 Wiri 너의 이야기를 들려줘,드라마/감동
2043,김정윤,위리 Wiri 너의 이야기를 들려줘,드라마/감동
2044,김대운,위리 Wiri 너의 이야기를 들려줘,드라마/감동
2045,임혁빈,위리 Wiri 너의 이야기를 들려줘,드라마/감동
2046,남가현,버드 아이,음악중심/주크박스
2047,선도아,버드 아이,음악중심/주크박스
2048,주연우,버드 아이,음악중심/주크박스
2049,임창민,버드 아이,음악중심/주크박스
2050,이지수,버드 아이,음악중심/주크박스
2051,박우빈,취연,드라마/감동
2052,손주희,취연,드라마/감동
2053,윤선비,취연,드라마/감동
2054,이영순,취연,드라마/감동
2055,임효진,취연,드라마/감동
2056,최옥수,취연,드라마/감동
2057,이미영,취연,드라마/감동
2058,박형준,멀미의 시대 쇼케이스,코미디/유머
2059,오진택,멀미의 시대 쇼케이스,코미디/유머
2060,염진혁,멀미의 시대 쇼케이스,코미디/유머
2061,강동진,멀미의 시대 쇼케이스,코미디/유머
2062,김하람,멀미의 시대 쇼케이스,코미디/유머
2063,최윤서,멀미의 시대 쇼케이스,코미디/유머
2064,박수정,멀미의 시대 쇼케이스,코미디/유머
2065,민광준,청춘기록,드라마/감동
2066,이상연,청춘기록,드라마/감동
2067,이채림,청춘기록,드라마/감동
2068,정영원,청춘기록,드라마/감동
2069,주재현,청춘기록,드라마/감동
2070,안선제,청춘기록,드라마/감동
2071,강은채,청춘기록,드라마/감동
2072,김태한,렛미플라이,음악중심/주크박스
2073,이형훈,렛미플라이,음악중심/주크박스
2074,최수진,렛미플라이,음악중심/주크박스
2075,방진의,렛미플라이,음악중심/주크박스
2076,박보검,렛미플라이,음악중심/주크박스
2077,안지환,렛미플라이,음악중심/주크박스
2078,임예진,렛미플라이,음악중심/주크박스
2079,한혜수,이야기 쌈,"드라마/감동, 코미디/유머"
2080,박주완,이야기 쌈,"드라마/감동, 코미디/유머"
2081,현영자,이야기 쌈,"드라마/감동, 코미디/유머"
2082,장순희,이야기 쌈,"드라마/감동, 코미디/유머"
2083,홍승자,이야기 쌈,"드라마/감동, 코미디/유머"
2084,정서우,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2085,김가희,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2086,최영선,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2087,류지연,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2088,황유경,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2089,김용훈,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2090,채다린,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2091,김도빈,렛미플라이,음악중심/주크박스
2092,이형훈,렛미플라이,음악중심/주크박스
2093,윤공주,렛미플라이,음악중심/주크박스
2094,안지환,렛미플라이,음악중심/주크박스
2095,박보검,렛미플라이,음악중심/주크박스
2096,임예진,렛미플라이,음악중심/주크박스
2097,김찬양,캐리tv 액티비티: 점프점프,코미디/유머
2098,차용현,캐리tv 액티비티: 점프점프,코미디/유머
2099,이한솔,캐리tv 액티비티: 점프점프,코미디/유머
2100,이룩,캐리tv 액티비티: 점프점프,코미디/유머
2101,김동은,캐리tv 액티비티: 점프점프,코미디/유머
2102,오세빈,캐리tv 액티비티: 점프점프,코미디/유머
2103,이민아,캐리tv 액티비티: 점프점프,코미디/유머
2104,정다은,"뮤지컬 갈라콘서트, 흩날릴제",음악중심/주크박스
2105,김진희,"뮤지컬 갈라콘서트, 흩날릴제",음악중심/주크박스
2106,서휘석,"뮤지컬 갈라콘서트, 흩날릴제",음악중심/주크박스
2107,이주현,"뮤지컬 갈라콘서트, 흩날릴제",음악중심/주크박스
2108,고종성,"뮤지컬 갈라콘서트, 흩날릴제",음악중심/주크박스
2109,이환의,"뮤지컬 갈라콘서트, 흩날릴제",음악중심/주크박스
2110,윤원재,"뮤지컬 갈라콘서트, 흩날릴제",음악중심/주크박스
2111,정서우,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2112,김가희,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2113,최영선,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2114,류지연,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2115,황유경,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2116,김용훈,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2117,채다린,슈퍼스타 뽀로로 드림콘서트 시즌2,음악중심/주크박스
2118,허선우,베어만: 마지막잎새,드라마/감동
2119,박선령,베어만: 마지막잎새,드라마/감동
2120,김지원,베어만: 마지막잎새,드라마/감동
2121,조재문,베어만: 마지막잎새,드라마/감동
2122,이혜림,베어만: 마지막잎새,드라마/감동
2123,서가영,엘사의 생일파티,음악중심/주크박스
2124,전승우,엘사의 생일파티,음악중심/주크박스
2125,심시원,엘사의 생일파티,음악중심/주크박스
2126,송주리,엘사의 생일파티,음악중심/주크박스
2127,정민,엘사의 생일파티,음악중심/주크박스
2128,구윤희,엘사의 생일파티,음악중심/주크박스
2129,고승미,엘사의 생일파티,음악중심/주크박스
2130,김셔니,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머
2131,봉경복,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머
2132,최이연,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머
2133,강지선,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머
2134,조성덕,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머
2135,김인기,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머
2136,김형진,"헬로카봇 시즌7, 웰컴 투 파라다이스",코미디/유머
2137,김다솔,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2138,송주리,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2139,전승우,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2140,구윤희,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2141,고승미,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2142,정민,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2143,임신아,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2144,김찬양,캐리tv 액티비티: 점프점프,코미디/유머
2145,차용현,캐리tv 액티비티: 점프점프,코미디/유머
2146,이한솔,캐리tv 액티비티: 점프점프,코미디/유머
2147,이동은,캐리tv 액티비티: 점프점프,코미디/유머
2148,오세빈,캐리tv 액티비티: 점프점프,코미디/유머
2149,이민아,캐리tv 액티비티: 점프점프,코미디/유머
2150,권나영,캐리tv 액티비티: 점프점프,코미디/유머
2151,김다솔,틀려도 괜찮아,드라마/감동
2152,송주리,틀려도 괜찮아,드라마/감동
2153,전승우,틀려도 괜찮아,드라마/감동
2154,구윤희,틀려도 괜찮아,드라마/감동
2155,고승미,틀려도 괜찮아,드라마/감동
2156,정민,틀려도 괜찮아,드라마/감동
2157,임신아,틀려도 괜찮아,드라마/감동
2158,강성재,팔세토스,판타지/어드벤처
2159,김라윤,팔세토스,판타지/어드벤처
2160,김종인,팔세토스,판타지/어드벤처
2161,김채원,팔세토스,판타지/어드벤처
2162,박선화,팔세토스,판타지/어드벤처
2163,양요섭,팔세토스,판타지/어드벤처
2164,윤병현,팔세토스,판타지/어드벤처
2165,김셔니,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 판타지/어드벤처"
2166,봉경복,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 판타지/어드벤처"
2167,최이연,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 판타지/어드벤처"
2168,강지선,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 판타지/어드벤처"
2169,조성덕,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 판타지/어드벤처"
2170,김인기,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 판타지/어드벤처"
2171,김형진,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 판타지/어드벤처"
2172,임대일,웬수같은 18번가,코미디/유머
2173,서민희,웬수같은 18번가,코미디/유머
2174,김세홍,웬수같은 18번가,코미디/유머
2175,문정미,웬수같은 18번가,코미디/유머
2176,김민호,웬수같은 18번가,코미디/유머
2177,박소연,웬수같은 18번가,코미디/유머
2178,차형은,웬수같은 18번가,코미디/유머
2179,박소연,앤 ANNE (11.30),드라마/감동
2180,천우주,앤 ANNE (11.30),드라마/감동
2181,송영미,앤 ANNE (11.30),드라마/감동
2182,차준호,앤 ANNE (11.30),드라마/감동
2183,최현미,앤 ANNE (11.30),드라마/감동
2184,김정은,앤 ANNE (11.30),드라마/감동
2185,박선우,앤 ANNE (11.30),드라마/감동
2186,류정한,"10주년 기념공연, 레베카",드라마/감동
2187,민영기,"10주년 기념공연, 레베카",드라마/감동
2188,오만석,"10주년 기념공연, 레베카",드라마/감동
2189,신영숙,"10주년 기념공연, 레베카",드라마/감동
2190,옥주현,"10주년 기념공연, 레베카",드라마/감동
2191,장은아,"10주년 기념공연, 레베카",드라마/감동
2192,김보경,"10주년 기념공연, 레베카",드라마/감동
2193,정성화,노트르담 드 파리,판타지/어드벤처
2194,양준모,노트르담 드 파리,판타지/어드벤처
2195,윤형렬,노트르담 드 파리,판타지/어드벤처
2196,유리아,노트르담 드 파리,판타지/어드벤처
2197,정유지,노트르담 드 파리,판타지/어드벤처
2198,이지훈,노트르담 드 파리,판타지/어드벤처
2199,노윤,노트르담 드 파리,판타지/어드벤처
2200,박정원,은하철도의 밤,판타지/어드벤처
2201,김리현,은하철도의 밤,판타지/어드벤처
2202,홍성원,은하철도의 밤,판타지/어드벤처
2203,정지우,은하철도의 밤,판타지/어드벤처
2204,정상윤,은하철도의 밤,판타지/어드벤처
2205,윤승우,은하철도의 밤,판타지/어드벤처
2206,윤소호,은하철도의 밤,판타지/어드벤처
2207,허만,번개맨: 전설의 시작,"코미디/유머, 액션/스릴러, 판타지/어드벤처"
2208,윤다희,번개맨: 전설의 시작,"코미디/유머, 액션/스릴러, 판타지/어드벤처"
2209,천송이,번개맨: 전설의 시작,"코미디/유머, 액션/스릴러, 판타지/어드벤처"
2210,박찬미,번개맨: 전설의 시작,"코미디/유머, 액션/스릴러, 판타지/어드벤처"
2211,김기람,번개맨: 전설의 시작,"코미디/유머, 액션/스릴러, 판타지/어드벤처"
2212,이진욱,번개맨: 전설의 시작,"코미디/유머, 액션/스릴러, 판타지/어드벤처"
2213,이나영,번개맨: 전설의 시작,"코미디/유머, 액션/스릴러, 판타지/어드벤처"
2214,김지현,안녕! B612: 어린왕자,판타지/어드벤처
2215,신서아,안녕! B612: 어린왕자,판타지/어드벤처
2216,이희성,안녕! B612: 어린왕자,판타지/어드벤처
2217,최윤석,안녕! B612: 어린왕자,판타지/어드벤처
2218,한상우,안녕! B612: 어린왕자,판타지/어드벤처
2219,최보정,안녕! B612: 어린왕자,판타지/어드벤처
2220,최미선,안녕! B612: 어린왕자,판타지/어드벤처
2221,최연우,메리셸리,판타지/어드벤처
2222,전성민,메리셸리,판타지/어드벤처
2223,김이후,메리셸리,판타지/어드벤처
2224,박규원,메리셸리,판타지/어드벤처
2225,백동현,메리셸리,판타지/어드벤처
2226,홍기범,메리셸리,판타지/어드벤처
2227,종형,메리셸리,판타지/어드벤처
2228,이지명,발레소년,음악중심/주크박스
2229,권홍석,발레소년,음악중심/주크박스
2230,권기중,발레소년,음악중심/주크박스
2231,한수민,발레소년,음악중심/주크박스
2232,민채원,발레소년,음악중심/주크박스
2233,김석제,발레소년,음악중심/주크박스
2234,진선희,발레소년,음악중심/주크박스
2235,모지민,"창작ing, 13 후르츠케이크",코미디/유머
2236,전호준,"창작ing, 13 후르츠케이크",코미디/유머
2237,조은체,"창작ing, 13 후르츠케이크",코미디/유머
2238,전성혜,"창작ing, 13 후르츠케이크",코미디/유머
2239,이형동,"창작ing, 13 후르츠케이크",코미디/유머
2240,유영승,"창작ing, 13 후르츠케이크",코미디/유머
2241,최재훈,"창작ing, 13 후르츠케이크",코미디/유머
2242,임미영,천로역정,드라마/감동
2243,이나영,천로역정,드라마/감동
2244,서태경,천로역정,드라마/감동
2245,김지혜,천로역정,드라마/감동
2246,김성호,천로역정,드라마/감동
2247,박상하,천로역정,드라마/감동
2248,박민규,천로역정,드라마/감동
2249,유준상,그날들,드라마/감동
2250,이건명,그날들,드라마/감동
2251,오만석,그날들,드라마/감동
2252,엄기준,그날들,드라마/감동
2253,오종혁,그날들,드라마/감동
2254,김건우,그날들,드라마/감동
2255,김지현,그날들,드라마/감동
2256,최정원,맘마미아!,음악중심/주크박스
2257,신영숙,맘마미아!,음악중심/주크박스
2258,김환희,맘마미아!,음악중심/주크박스
2259,최태이,맘마미아!,음악중심/주크박스
2260,홍지민,맘마미아!,음악중심/주크박스
2261,김영주,맘마미아!,음악중심/주크박스
2262,박준면,맘마미아!,음악중심/주크박스
2263,유준상,그날들,드라마/감동
2264,오만석,그날들,드라마/감동
2265,이건명,그날들,드라마/감동
2266,오종혁,그날들,드라마/감동
2267,김건우,그날들,드라마/감동
2268,김지현,그날들,드라마/감동
2269,최서연,그날들,드라마/감동
2270,김다솔,알라딘과 자스민공주,판타지/어드벤처
2271,서가영,알라딘과 자스민공주,판타지/어드벤처
2272,전승우,알라딘과 자스민공주,판타지/어드벤처
2273,송주리,알라딘과 자스민공주,판타지/어드벤처
2274,구윤희,알라딘과 자스민공주,판타지/어드벤처
2275,고승미,알라딘과 자스민공주,판타지/어드벤처
2276,이정주,알라딘과 자스민공주,판타지/어드벤처
2277,서가영,엘사의 생일파티,음악중심/주크박스
2278,전승우,엘사의 생일파티,음악중심/주크박스
2279,심시원,엘사의 생일파티,음악중심/주크박스
2280,송주리,엘사의 생일파티,음악중심/주크박스
2281,구윤희,엘사의 생일파티,음악중심/주크박스
2282,고승미,엘사의 생일파티,음악중심/주크박스
2283,이정주,엘사의 생일파티,음악중심/주크박스
2284,정인지,미드나잇: 액터뮤지션,드라마/감동
2285,조훈,미드나잇: 액터뮤지션,드라마/감동
2286,이석준,미드나잇: 액터뮤지션,드라마/감동
2287,박유덕,미드나잇: 액터뮤지션,드라마/감동
2288,황두현,미드나잇: 액터뮤지션,드라마/감동
2289,이규학,미드나잇: 액터뮤지션,드라마/감동
2290,홍륜희,미드나잇: 액터뮤지션,드라마/감동
2291,김다솔,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2292,송주리,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2293,전승우,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2294,구윤희,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2295,고승미,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2296,정민,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2297,임신아,틀려도 괜찮아,"드라마/감동, 코미디/유머"
2298,이정주,엘사의 생일파티,음악중심/주크박스
2299,서가영,엘사의 생일파티,음악중심/주크박스
2300,전승우,엘사의 생일파티,음악중심/주크박스
2301,송주리,엘사의 생일파티,음악중심/주크박스
2302,고승미,엘사의 생일파티,음악중심/주크박스
2303,구윤희,엘사의 생일파티,음악중심/주크박스
2304,임신아,엘사의 생일파티,음악중심/주크박스
2305,정영민,바다로 간 쓰레기,"드라마/감동, 코미디/유머"
2306,이희준,바다로 간 쓰레기,"드라마/감동, 코미디/유머"
2307,황미선,바다로 간 쓰레기,"드라마/감동, 코미디/유머"
2308,송희근,바다로 간 쓰레기,"드라마/감동, 코미디/유머"
2309,이선호,바다로 간 쓰레기,"드라마/감동, 코미디/유머"
2310,정영민,바다로 간 쓰레기,드라마/감동
2311,이희준,바다로 간 쓰레기,드라마/감동
2312,황미선,바다로 간 쓰레기,드라마/감동
2313,송희근,바다로 간 쓰레기,드라마/감동
2314,이선호,바다로 간 쓰레기,드라마/감동
2315,정호윤,수박수영장,코미디/유머
2316,권아린,수박수영장,코미디/유머
2317,성나윤,수박수영장,코미디/유머
2318,강단아,수박수영장,코미디/유머
2319,유시현,수박수영장,코미디/유머
2320,김시현,수박수영장,코미디/유머
2321,김승환,수박수영장,코미디/유머
2322,임지영,콩나물버스,코미디/유머
2323,이승우,콩나물버스,코미디/유머
2324,이진성,콩나물버스,코미디/유머
2325,임지은,콩나물버스,코미디/유머
2326,박혜림,콩나물버스,코미디/유머
2327,송에준,콩나물버스,코미디/유머
2328,조한,콩나물버스,코미디/유머
2329,최인형,딜쿠샤,드라마/감동
2330,김현숙,딜쿠샤,드라마/감동
2331,김나윤,딜쿠샤,드라마/감동
2332,임강희,딜쿠샤,드라마/감동
2333,조영태,딜쿠샤,드라마/감동
2334,한상호,딜쿠샤,드라마/감동
2335,이유리,딜쿠샤,드라마/감동
2336,홍광호,일 테노레,드라마/감동
2337,박은태,일 테노레,드라마/감동
2338,서경수,일 테노레,드라마/감동
2339,김지현,일 테노레,드라마/감동
2340,박지연,일 테노레,드라마/감동
2341,홍지희,일 테노레,드라마/감동
2342,전재홍,일 테노레,드라마/감동
2343,김동현,더데빌: 파우스트,판타지/어드벤처
2344,백인태,더데빌: 파우스트,판타지/어드벤처
2345,조형균,더데빌: 파우스트,판타지/어드벤처
2346,김찬호,더데빌: 파우스트,판타지/어드벤처
2347,임병근,더데빌: 파우스트,판타지/어드벤처
2348,박규원,더데빌: 파우스트,판타지/어드벤처
2349,김준영,더데빌: 파우스트,판타지/어드벤처
2350,김대현,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동"
2351,임규형,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동"
2352,신창주,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동"
2353,신윤철,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동"
2354,김민강,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동"
2355,정찬호,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중에는 드라마/감동"
2356,최정원,맘마미아!,음악중심/주크박스
2357,신영숙,맘마미아!,음악중심/주크박스
2358,최태이,맘마미아!,음악중심/주크박스
2359,김환희,맘마미아!,음악중심/주크박스
2360,홍지민,맘마미아!,음악중심/주크박스
2361,김영주,맘마미아!,음악중심/주크박스
2362,김경선,맘마미아!,음악중심/주크박스
2363,박소영,제비씨의 크리스마스,"코미디/유머, 음악중심/주크박스"
2364,이승민,제비씨의 크리스마스,"코미디/유머, 음악중심/주크박스"
2365,송자연,제비씨의 크리스마스,"코미디/유머, 음악중심/주크박스"
2366,김승진,제비씨의 크리스마스,"코미디/유머, 음악중심/주크박스"
2367,심운정,제비씨의 크리스마스,"코미디/유머, 음악중심/주크박스"
2368,김조현,제비씨의 크리스마스,"코미디/유머, 음악중심/주크박스"
2369,김대현,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2370,임진섭,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2371,김승용,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2372,이종석,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2373,권정수,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2374,정찬호,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2375,주민우,전설의 리틀 농구단,"드라마/감동, 코미디/유머, 액션/스릴러, 판타지/어드벤처, 음악중심/주크박스 중 드라마/감동"
2376,류동휘,작곡열전,음악중심/주크박스
2377,김지웅,작곡열전,음악중심/주크박스
2378,류찬열,작곡열전,음악중심/주크박스
2379,윤진솔,작곡열전,음악중심/주크박스
2380,이현재,작곡열전,음악중심/주크박스
2381,양지원,작곡열전,음악중심/주크박스
2382,정호준,작곡열전,음악중심/주크박스
2383,이국영,와일드 와일드: 애프터파티,코미디/유머
2384,류지한,와일드 와일드: 애프터파티,코미디/유머
2385,김사홍,와일드 와일드: 애프터파티,코미디/유머
2386,김동희,와일드 와일드: 애프터파티,코미디/유머
2387,강천일,와일드 와일드: 애프터파티,코미디/유머
2388,이희중,와일드 와일드: 애프터파티,코미디/유머
2389,이윤제,와일드 와일드: 애프터파티,코미디/유머
2390,김셔니,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스"
2391,봉경복,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스"
2392,최이연,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스"
2393,강지선,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스"
2394,조성덕,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스"
2395,김인기,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스"
2396,김형진,"헬로카봇 시즌7, 웰컴 투 파라다이스","코미디/유머, 액션/스릴러, 음악중심/주크박스"
2397,양지원,에곤 실레,음악중심/주크박스
2398,김준영,에곤 실레,음악중심/주크박스
2399,황민수,에곤 실레,음악중심/주크박스
2400,최민우,에곤 실레,음악중심/주크박스
2401,금조,에곤 실레,음악중심/주크박스
2402,박새힘,에곤 실레,음악중심/주크박스
2403,선유하,에곤 실레,음악중심/주크박스
2404,정서우,슈퍼스타 뽀로로 드림콘서트,음악중심/주크박스
2405,김가희,슈퍼스타 뽀로로 드림콘서트,음악중심/주크박스
2406,최영선,슈퍼스타 뽀로로 드림콘서트,음악중심/주크박스
2407,류지연,슈퍼스타 뽀로로 드림콘서트,음악중심/주크박스
2408,황유경,슈퍼스타 뽀로로 드림콘서트,음악중심/주크박스
2409,김용훈,슈퍼스타 뽀로로 드림콘서트,음악중심/주크박스
2410,채다린,슈퍼스타 뽀로로 드림콘서트,음악중심/주크박스
2411,장혜민,빨래,드라마/감동
2412,강기헌,빨래,드라마/감동
2413,강나리,빨래,드라마/감동
2414,김송이,빨래,드라마/감동
2415,이승현,빨래,드라마/감동
2416,박준성,빨래,드라마/감동
2417,박정민,빨래,드라마/감동
2418,김종구,키다리 아저씨,"드라마/감동, 코미디/유머"
2419,김경수,키다리 아저씨,"드라마/감동, 코미디/유머"
2420,김호경,키다리 아저씨,"드라마/감동, 코미디/유머"
2421,김려원,키다리 아저씨,"드라마/감동, 코미디/유머"
2422,유주혜,키다리 아저씨,"드라마/감동, 코미디/유머"
2423,장민제,키다리 아저씨,"드라마/감동, 코미디/유머"
2424,양지원,모딜리아니,음악중심/주크박스
2425,김준영,모딜리아니,음악중심/주크박스
2426,황민수,모딜리아니,음악중심/주크박스
2427,최민우,모딜리아니,음악중심/주크박스
2428,금조,모딜리아니,음악중심/주크박스
2429,박새힘,모딜리아니,음악중심/주크박스
2430,선유하,모딜리아니,음악중심/주크박스
2431,김보연,여섯 꽃의 넋이여,드라마/감동
