title,start_date,end_date,place,cast,runtime,age,tickets,story,genre,prstate,time
순신,2023.11.07,2023.11.26,2023.11.26,"형남희, 최인형, 이자람, 윤제원, 권성찬, 송문선, 고미경 등",2시간 10분,만 7세 이상,"R석 90,000원, S석 60,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
엘사의 생일파티 [춘천],2023.12.16,2023.12.17,2023.12.17,"김다솔, 서가영, 전승우, 심시원, 송주리, 정민, 구윤희 등",1시간 05분,24개월 이상,"R석 44,000원, S석 33,000원",,뮤지컬,공연완료,"토요일(14:00,16:00), 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [대구(앵콜)],2023.12.09,2023.12.10,2023.12.10,"채현, 김리라, 이정훈, 문이보, 김선형, 이아영, 공귀경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
빨래 [대학로],2023.10.12,2024.05.26,2024.05.26,"장혜민, 강연정, 서은지, 강기헌, 문남권, 이진우, 최정화 등",2시간 45분,만 13세 이상,"R석 66,000원, S석 55,000원, 시야제한석 20,000원",,뮤지컬,공연완료,"목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,15:00,18:30), 수요일(15:00,19:30)"
오! 당신이 잠든 사이 [대전],2023.12.22,2023.12.25,2023.12.25,"김예린, 김재은, 최소영, 강하나, 이후림, 김진철, 김동현 등",2시간,만 9세 이상,"R석 55,000원, S석 33,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [전주(앵콜)],2023.11.18,2023.11.19,2023.11.19,"이정훈, 문이보, 김선형, 이아영, 최현진, 최세인, 김혜경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
볼륨업,2023.10.06,2024.01.28,2024.01.28,"박시환, 한승윤, 이환희, 이동열, 주수경, 손예슬, 김솔",1시간 40분,만 7세 이상,"R석 66,000원, S석 66,000원, A석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(19:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [광주],2023.10.21,2023.10.22,2023.10.22,"이정훈, 문이보, 김선형, 이아영, 최현진, 최세인, 김혜경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
그날들 [강릉],2023.10.27,2023.10.29,2023.10.29,"유준상, 이건명, 오만석, 엄기준, 오종혁, 김건우, 최서연 등",2시간 45분,만 7세 이상,"R석 160,000원, S석 130,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
전설의 리틀 농구단 [부산],2023.11.04,2023.11.05,2023.11.05,"김대현, 임규형, 임진섭, 김승용, 이종석, 김민강, 권정수 등",1시간 40분,만 7세 이상,"R석 50,000원, S석 40,000원, A석 20,000원",,뮤지컬,공연완료,"토요일(15:00,19:00), 일요일(14:00)"
레미제라블 [블루스퀘어],2023.11.30,2024.03.10,2024.03.10,"민우혁, 최재림, 김우형, 조정은, 임기홍, 윤혁운, 박준면 등",3시간,만 7세 이상,"VIP석 180,000원, R석 150,000원, S석 120,000원, A석 90,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일 ~ 금요일(14:30,19:30), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)"
맘마미아! [목포],2023.11.18,2023.11.19,2023.11.19,"최정원, 신영숙, 김환희, 최태이, 홍지민, 김영주, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"토요일(14:00,19:00), 일요일(14:00)"
맘마미아! [여수],2023.11.24,2023.11.26,2023.11.26,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 박준면 등",2시간 40분,만 7세 이상,"R석 150,000원, S석 130,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
시간을 건너는 집 [고양],2023.10.21,2023.10.29,2023.10.29,"홍유정, 정소리, 김아영, 오유민, 이규학, 최혁준, 문경초 등",1시간 30분,만 7세 이상,"R석 55,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [경주],2023.12.02,2023.12.03,2023.12.03,"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
맘마미아! [천안],2023.11.10,2023.11.12,2023.11.12,"최정원, 신영숙, 최태이, 홍지민, 김영주, 박준면, 김경선 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
고양이 해결사 깜냥: 편의점을 환하게 밝혀라 [안양],2023.11.11,2023.11.12,2023.11.12,"김우정, 김유정, 김지우, 박은수, 윤여정, 이준표, 임하윤",1시간 10분,전체 관람가,"R석 40,000원, S석 30,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:00)"
맘마미아! [성남],2023.11.03,2023.11.05,2023.11.05,"최정원, 신영숙, 최태이, 김환희, 김영주, 홍지민, 김경선 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
캐리tv 액티비티: 점프점프 [부천],2023.11.11,2023.11.12,2023.11.12,"김찬양, 차용현, 이한솔, 이룩, 김동은, 오세빈, 이민아 등",1시간,24개월 이상,"R석 55,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
캐리tv 액티비티: 점프점프 [대구],2023.11.25,2023.11.26,2023.11.26,"김찬양, 차용현, 이한솔, 김동은, 오세빈, 이민아, 권나영 등",1시간,24개월 이상,"R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
테레즈 라캥 [대구],2023.10.27,2023.10.28,2023.10.28,"최연우, 박정원, 곽다인, 오진영",1시간 50분,만 13세 이상,"R석 30,000원, S석 20,000원, A석 10,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:30)"
여신님이 보고 계셔 [대전],2023.10.27,2023.10.29,2023.10.29,"이지숙, 한보라, 원우준, 김대웅, 안재영, 송유택, 권동호 등",2시간,만 10세 이상,"VIP석 88,000원, R석 77,000원, S석 55,000원, A석 44,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00)"
시간을 건너는 집 [안산],2023.10.13,2023.10.15,2023.10.15,"홍유정, 정소리, 김아영, 오유민, 이규학, 최혁준, 문경초 등",1시간 30분,만 7세 이상,"R석 44,000원, S석 33,000원",,뮤지컬,공연완료,"금요일(14:30), 토요일 ~ 일요일(14:00,18:00)"
사의찬미 [고양],2023.11.04,2023.11.05,2023.11.05,"주민진, 정연, 정민",1시간 50분,만 13세 이상,"R석 50,000원, S석 30,000원",,뮤지컬,공연완료,"토요일(15:00,19:00), 일요일(15:00)"
그날들 [안성],2023.10.06,2023.10.07,2023.10.07,"유준상, 이건명, 오만석, 엄기준, 오종혁, 지창욱, 김건우 등",2시간 45분,만 7세 이상,"VIP석 160,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00)"
"스웨그에이지 외쳐, 조선! [인천]",2023.11.03,2023.11.04,2023.11.04,"양희준, 박정혁, 김서형, 이아진, 김세영, 박시원, 임현수 등",2시간 40분,만 7세 이상,"R석 70,000원, S석 50,000원, A석 30,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:30)"
PALMTREEISLAND 2nd GALA CONCERT,2023.09.22,2023.09.24,2023.09.24,"김준수, 김소현, 정선하, 손준호, 진태화, 서경수, 양서윤 등",2시간 30분,만 7세 이상,"VIP석 154,000원, R석 132,000원, S석 110,000원, A석 88,000원, B석 66,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(17:00)"
그날들 [대구],2023.10.13,2023.10.15,2023.10.15,"유준상, 이건명, 오만석, 엄기준, 오종혁, 김건우, 김지현 등",2시간 45분,만 7세 이상,"VIP석 160,000원, R석 130,000원, S석 100,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
블랙메리포핀스,2023.09.21,2023.12.03,2023.12.03,"김도빈, 김대현, 양승리, 윤승우, 황휘, 최재웅, 노윤 등",1시간 40분,만 15세 이상,"R석 66,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00), 목요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00)"
캐리와 슈퍼걸스 [인천],2023.10.28,2023.10.29,2023.10.29,"윤태웅, 신정연, 김일우, 안현영, 김은아, 김예원, 박지효 등",1시간 10분,24개월 이상,"VIP석 70,000원, R석 55,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
"스웨그에이지 외쳐,조선! [이천]",2023.11.10,2023.11.11,2023.11.11,"양희준, 박정혁, 김서형, 이아진, 김세영, 박시원, 임현수 등",2시간 40분,만 7세 이상,"R석 66,000원, S석 44,000원, A석 22,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:30)"
번개맨: 전설의 시작 [서울(앵콜)],2023.10.14,2023.11.12,2023.11.12,"허만, 윤다희, 천송이, 박찬미, 김가람, 이진욱, 이나영 등",1시간 10분,24개월 이상,"VIP석 70,000원, R석 50,000원",,뮤지컬,공연완료,"수요일 ~ 금요일(11:00,14:00), 토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [부산(앵콜)],2023.11.04,2023.11.05,2023.11.05,"이정훈, 문이보, 김선형, 이아영, 최현진, 최세인, 김혜경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
위윌락유 [대학로],2023.09.22,2023.12.31,2023.12.31,"곽동현, 박현규, 박준희, 동명, 연호, 이소정, 장연경 등",1시간 40분,만 7세 이상,"R석 88,000원, S석 66,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [성남]",2023.10.21,2023.10.22,2023.10.22,"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등",1시간 05분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [군포],2023.11.11,2023.11.12,2023.11.12,"채현, 김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
셜록홈즈: 앤더슨가의 비밀,2023.09.14,2023.11.12,2023.11.12,"송용진, 김준현, 오종혁, 구민진, 방진의, 최우리, 조성윤 등",2시간 30분,만 13세 이상,"R석 88,000원, S석 66,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(15:00,19:30), 목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)"
슈퍼스타 뽀로로 드림콘서트 [대구],2023.10.07,2023.10.08,2023.10.08,"정서우, 김가희, 최영선, 류지연, 황유경, 김용훈, 채다린 등",1시간 20분,전체 관람가,"VIP석 55,000원, R석 45,000원, S석 35,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
판,2023.09.19,2023.11.26,2023.11.26,"김지철, 문성일, 현석준, 원종환, 김지훈, 최현선, 박은미",1시간 40분,만 13세 이상,"R석 66,000원, S석 55,000원, A석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [안성]",2023.10.14,2023.10.15,2023.10.15,"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등",1시간 05분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [대전]",2023.10.07,2023.10.08,2023.10.08,"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등",1시간 5분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
엘사의 생일파티 [성수],2023.11.11,2023.11.12,2023.11.12,"김다솔, 서가영, 정승우, 송주리, 정민, 고승미, 구윤희 등",1시간 05분,24개월 이상,"R석 44,000원, S석 33,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:00)"
아이 캔 플라이(I CAN FLY) [대학로],2023.09.07,2023.10.01,2023.10.01,"홍준기, 유한솔, 임고은, 김도경, 이주혜, 남수현, 서우 등",1시간 40분,만 7세 이상,"R석 50,000원, S석 40,000원",,뮤지컬,공연완료,"목요일 ~ 금요일(19:30), 토요일(15:00,18:00), 일요일(17:00)"
더데빌: 에덴 [대학로],2023.09.21,2023.11.26,2023.11.26,"김찬호, 조형군, 김준영, 정동화, 박규원 백인태, 여은 등",1시간 40분,만 13세 이상,"R석 88,000원, S석 66,000원, A석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00), HOL(14:00,18:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [고양(앵콜)],2023.10.14,2023.10.15,2023.10.15,"김혜경, 이정훈, 문이보, 김선형, 이아영, 최현진, 최세인 등",1시간 05분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
프리즌 [대전],2023.12.01,2023.12.02,2023.12.02,"장원준, 김백천, 김록현, 김은찬, 조동연, 박용재, 조용기 등",1시간 40분,만 7세 이상,"R석 50,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [전주]",2023.09.23,2023.09.24,2023.09.24,"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등",1시간 05분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,18:00), 일요일(11:00,14:00)"
삼총사,2023.09.15,2023.11.19,2023.11.19,"박장현, 유태양, 민규, 이건명, 최대철, 김형균, 김신의 등",2시간 30분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 100,000원, A석 80,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
엘사의 생일파티 [원주],2023.11.25,2023.11.26,2023.11.26,"김다솔, 서가영, 정승우, 송주리, 정민, 고승미, 구윤희 등",1시간 5분,24개월 이상,"R석 44,000원, S석 33,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:00)"
렛미플라이,2023.09.26,2023.12.10,2023.12.10,"김태한, 김도빈, 이형훈, 방진의, 윤공주, 최수진, 안지환 등",2시간,만 7세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
수박수영장 [고양],2023.10.21,2023.10.22,2023.10.22,"정호윤, 성나윤, 강단아, 권아린, 김시현, 김승환, 성예슬 등",1시간 10분,24개월 이상,"R석 77,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
후크,2023.09.05,2023.11.26,2023.11.26,"최미소, 정우연, 김주연, 최호승, 손유동, 박상혁, 김도빈 등",1시간 30분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
킴즈,2023.09.09,2023.10.29,2023.10.29,"구옥분, 김사라, 강성진, 김재만, 표혜미, 정아인, 김지범 등",1시간 40분,만 8세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(15:00,18:30), HOL(15:00,18:30)"
레미제라블 [부산],2023.10.11,2023.11.19,2023.11.19,"민우혁, 최재림, 김우형, 카이, 조정은, 린아, 임기홍 등",3시간,만 7세 이상,"VIP석 180,000원, R석 150,000원, S석 120,000원, A석 90,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00), HOL(14:00,19:00)"
파리넬리 [오산],2023.10.13,2023.10.14,2023.10.14,"루이스초이, 김경수, 여은, 박소연, 김주호, 이한밀, 노희찬 등",2시간 30분,만 13세 이상,"R석(1층) 50,000원, S석(1층) 40,000원, A석(2층) 20,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
DMZoo 디엠주,2023.08.24,2023.08.27,2023.08.27,"유학승, 리우진, 장수훈, 이승엽, 강한별, 박은선, 박정연 등",1시간,48개월 이상,"R석 50,000원, S석 40,000원",,뮤지컬,공연완료,"목요일 ~ 금요일(14:00,17:00), 토요일 ~ 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [용인],2023.10.07,2023.10.08,2023.10.08,"김선형, 이아영, 문이보, 최현진, 최세인, 김혜경, 이정훈 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
비더슈탄트,2023.09.12,2023.11.26,2023.11.26,"송유택, 안지환, 황순종, 정백선, 김바다, 김지온, 동현 등",2시간 35분,만 13세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(15:00,19:30), 목요일(19:30), 금요일(15:00,19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [인천]",2023.09.09,2023.09.10,2023.09.10,"김셔니, 봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진 등",1시간 5분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
칠칠,2023.09.05,2023.11.26,2023.11.26,"박규원, 안재영, 김준영, 조상웅, 송유택, 김현진, 홍기범 등",1시간 30분,만 10세 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00), HOL(14:00,18:00)"
맘마미아! [김해],2023.10.20,2023.10.22,2023.10.22,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 김경선 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
제시의 일기,2023.08.29,2023.10.29,2023.10.29,"안유진, 임강희, 최우리, 정민, 김찬호, 고상호, 정새별 등",1시간 30분,만 10세 이상,"R석 65,000원, 시야제한석 40,000원",,뮤지컬,공연완료,"화요일(20:00), 수요일(16:00,20:00), 목요일 ~ 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
맘마미아 [수원],2023.10.13,2023.10.15,2023.10.15,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 박준면 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,19:00), 일요일(14:00)"
맘마미아! [광주],2023.10.06,2023.10.08,2023.10.08,"최정원, 신영숙, 홍지민, 박준면, 김정민, 이현우, 김환희 등",2시간 40분,만 7세 이상,"VIP석 150,000원, R석 130,000원, S석 90,000원, A석 70,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일 ~ 일요일(14:00,19:00)"
급식걸즈: 뿌슝빠슝 깨져버린 우정 [청주],2023.09.23,2023.09.24,2023.09.24,"김정현, 홍나영, 황혜선, 홍승기, 김병욱, 유지희, 채효령 등",1시간 10분,24개월 이상,"R석 70,000원, S석 60,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
인사이드 윌리엄,2023.09.12,2023.12.03,2023.12.03,"원종환, 최호중, 김아영, 임준혁, 임진섭, 정지우, 이아름솔 등",1시간 40분,만 8세 이상,"R석 66,000원, S석 55,000원, A석 44,000원",,뮤지컬,공연완료,"화요일 ~ 수요일(20:00), 목요일(16:00,18:00), 금요일(20:00), 토요일(15:00,19:00), 일요일(14:00,18:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [대구]",2023.09.16,2023.09.17,2023.09.17,"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등",1시간 05분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
최고다 호기심딱지 [광주],2023.10.28,2023.10.29,2023.10.29,"김원구, 박이안, 임재은, 김류하, 장효상, 이수민, 임연희 등",1시간 20분,36개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
맘마미아! [구미],2023.09.23,2023.09.24,2023.09.24,"최정원, 신영숙, 김환희, 최태이, 김영주, 홍지민, 김경선 등",2시간 40분,만 7세 이상,"R석 130,000원, S석 90,000원, A석 70,000원, B석 50,000원",,뮤지컬,공연완료,"토요일(14:00,19:00), 일요일(14:00)"
"사의찬미, 10th Anniversary Concert",2023.08.04,2023.08.06,2023.08.06,"윤희석, 정문성, 김경수, 임병근, 정동화, 주민진, 이충주 등",2시간,만 14세 이상,"R석 130,000원, S석 110,000원, A석 90,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00,19:30), 일요일(15:00)"
합★체,2023.09.14,2023.09.17,2023.09.17,"홍준기, 강은일, 박두호, 정다예, 김유남, 김은영, 김지윤 등",1시간 40분,만 7세 이상,"R석 40,000원, S석 30,000원",,뮤지컬,공연완료,"목요일 ~ 금요일(19:30), 토요일 ~ 일요일(15:00)"
타오르는 어둠 속에서,2023.08.26,2023.11.26,2023.11.26,"박정원, 양희준, 노윤, 한재아, 주다온, 정재환, 홍승안 등",2시간 30분,만 12세 이상,"R석 77,000원, S석 55,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(15:00,19:30), 목요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
벤허,2023.09.02,2023.11.19,2023.11.19,"박은태, 신성록, 이지훈, 박민성, 서경수, 이정화, 최지혜 등",2시간 35분,만 7세 이상,"VIP석 170,000원, R석 140,000원, S석 110,000원, A석 80,000원",,뮤지컬,공연완료,"화요일(19:30), 수요일(14:30,19:30), 목요일(19:30), 금요일(14:30,19:30), 토요일(14:00,19:00), 일요일(15:00), HOL(14:00,19:00)"
엘사의 생일파티 [파주],2023.10.07,2023.10.08,2023.10.08,"김다솔, 서가영, 정승우, 송주리, 정민, 고승미 구윤희 등",1시간 5분,24개월 이상,"R석 44,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [안산],2023.09.09,2023.09.10,2023.09.10,"김리아, 이정훈, 문이보, 김선형, 이아영, 공귀경, 최현진 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
22년 2개월,2023.08.31,2023.11.05,2023.11.05,"유승현, 양지원, 이재환, 최수진, 강혜인, 홍나현, 유성재 등",2시간 20분,만 9세 이상,"R석 70,000원, S석 55,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(19:30), 토요일 ~ 일요일(14:00,18:30), HOL(14:00,18:30)"
하모니 [전주],2023.10.13,2023.10.14,2023.10.14,"윤복희, 강효성, 진도희, 현수민, 김새하, 이현우, 류비 등",1시간 50분,만 6세 이상,"VIP석 130,000원, R석 110,000원, S석 99,000원, A석 77,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
"헬로카봇 시즌7, 웰컴 투 파라다이스 [부산]",2023.08.26,2023.08.27,2023.08.27,"봉경복, 최이연, 강지선, 조성덕, 김인기, 김형진, 강지연 등",1시간 05분,24개월 이상,"R석 77,000원, S석 66,000원",,뮤지컬,공연완료,"토요일(11:00,14:00,16:30), 일요일(11:00,14:00)"
시스터즈 SheStars!,2023.09.03,2023.11.12,2023.11.12,"유연, 신의정, 김려원, 선민, 하유진, 이예은, 정유지, 정연 등",1시간 40분,만 7세 이상,"VIP석 110,000원, R석 90,000원, S석 65,000원",,뮤지컬,공연완료,"화요일 ~ 금요일(20:00), 토요일 ~ 일요일(14:00,18:00,23:59)"
"신영숙 콘서트, 친절한 영숙씨",2023.08.18,2023.08.19,2023.08.19,신영숙,2시간 30분,만 7세 이상,"R석 99,000원, S석 77,000원, A석 44,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
"이원복의 먼나라 이웃나라, 영국여행 [고양]",2023.07.28,2023.07.30,2023.07.30,"오승준, 정채림, 박용갑, 심규연 등",1시간,48개월 이상,"R석 40,000원, S석 30,000원",,뮤지컬,공연완료,"금요일(19:00), 토요일(11:00,14:00,16:00), 일요일(11:00,14:00)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [익산],2023.09.16,2023.09.17,2023.09.17,"이정훈, 문이보, 김선형, 이아영, 최현진, 최세인, 김혜경 등",1시간 10분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [충남 당진],2023.09.02,2023.09.03,2023.09.03,"이정훈, 문이보, 김선형, 이아영, 최현진, 최세인, 김혜경 등",1시간 05분,24개월 이상,"R석 66,000원, S석 44,000원",,뮤지컬,공연완료,"토요일 ~ 일요일(11:00,14:00,16:30)"
파리넬리 [군포],2023.08.25,2023.08.26,2023.08.26,"루이스초이, 김경수, 박소연, 김주호, 노희찬, 여은, 이한밀 등",2시간 30분,만 13세 이상,"R석 60,000원, S석 50,000원, A석 30,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(15:00)"
상원: 지워지지 않는 기억,2023.07.28,2023.07.29,2023.07.29,"왕하성, 오찬우, 이천영, 김재형, 이은석, 서광섭, 김혜인",,만 11세 이상,"R석 14,000원, S석 8,000원",,뮤지컬,공연완료,"금요일(19:30), 토요일(14:00,18:00)"
